"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"382","117","158","70","12","16","0","95","12","16","16","18","8","12","8","12","0","95","0","95","0","95","130","72","110","77","20","30","151","84","49","50","0","95","49","50","34","41","0","95","34","41","0","95","0","95","0","95","68","52","55","43","13","20","35","39","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","35","39","4","7","0","95","4","7","19","32","0","95","19","32","12","20","12","20","0","95","0","95","0","95","0","95","38","34","0","95","0","95","0","95","6","11","6","11","0","95","18","26","0","95","18","26","14","22","14","22","0","95","1400000US06037621001","Census Tract 6210.01, Los Angeles County, California"
"94","98","51","69","23","42","23","42","0","95","0","95","0","95","0","95","28","49","0","95","28","49","0","95","0","95","0","95","32","80","0","95","0","95","0","95","32","80","32","80","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","21","11","21","0","95","11","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037621002","Census Tract 6210.02, Los Angeles County, California"
"230","119","83","82","0","95","0","95","0","95","47","72","0","95","47","72","16","26","16","26","0","95","20","29","11","15","9","14","61","46","0","95","0","95","0","95","9","15","0","95","9","15","17","27","17","27","0","95","35","38","35","38","0","95","69","86","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","69","86","0","95","0","95","0","95","52","81","0","95","52","81","17","28","17","28","0","95","0","95","0","95","0","95","17","28","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","17","28","17","28","0","95","1400000US06037621004","Census Tract 6210.04, Los Angeles County, California"
"430","170","115","60","20","21","0","95","20","21","0","95","0","95","0","95","45","35","26","28","19","23","50","38","50","38","0","95","167","126","23","27","0","95","23","27","66","110","31","52","35","59","50","45","37","42","13","21","28","30","28","30","0","95","92","86","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","29","40","28","40","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","28","40","28","40","0","95","1","2","0","95","0","95","0","95","0","95","0","95","0","95","1","2","1","2","0","95","0","95","0","95","0","95","63","79","0","95","0","95","0","95","51","75","51","75","0","95","0","95","0","95","0","95","12","16","0","95","12","16","56","52","0","95","0","95","0","95","56","52","27","44","29","27","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037621102","Census Tract 6211.02, Los Angeles County, California"
"1006","268","233","121","121","90","0","95","121","90","43","35","27","37","16","22","21","34","21","34","0","95","48","44","48","44","0","95","458","177","90","85","25","39","65","73","169","151","119","116","50","69","120","76","101","79","19","31","79","76","65","73","14","25","199","122","28","33","0","95","0","95","0","95","0","95","0","95","0","95","16","26","0","95","16","26","12","19","12","19","0","95","89","90","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","89","90","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","89","90","89","90","0","95","82","93","24","42","0","95","24","42","0","95","0","95","0","95","0","95","0","95","0","95","58","83","58","83","0","95","116","90","93","86","0","95","93","86","12","20","0","95","12","20","11","19","0","95","11","19","0","95","0","95","0","95","1400000US06037621104","Census Tract 6211.04, Los Angeles County, California"
"1009","285","219","101","60","67","17","27","43","43","46","37","37","33","9","16","19","17","10","16","9","16","94","59","83","55","11","19","313","139","80","66","27","44","53","55","52","58","38","39","14","23","93","82","93","82","0","95","88","69","88","69","0","95","377","228","49","62","0","95","0","95","0","95","8","15","0","95","8","15","0","95","0","95","0","95","41","61","41","61","0","95","318","207","318","207","0","95","0","95","0","95","0","95","0","95","0","95","52","61","13","23","39","58","266","215","266","215","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","10","19","0","95","0","95","0","95","0","95","0","95","0","95","10","19","10","19","0","95","0","95","0","95","0","95","100","73","11","18","0","95","11","18","33","38","16","25","17","28","43","56","7","12","36","54","13","21","13","21","0","95","1400000US06037621201","Census Tract 6212.01, Los Angeles County, California"
"544","157","146","88","41","48","0","95","41","48","0","95","0","95","0","95","29","32","14","21","15","23","76","67","76","67","0","95","311","108","104","87","0","95","104","87","42","35","22","30","20","25","122","109","109","107","13","23","43","48","43","48","0","95","87","74","37","55","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","37","55","37","55","0","95","24","38","24","38","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","24","38","24","38","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","26","43","0","95","0","95","0","95","26","43","26","43","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037621204","Census Tract 6212.04, Los Angeles County, California"
"1313","430","211","100","17","28","0","95","17","28","74","60","31","36","43","52","16","25","16","25","0","95","104","64","80","60","24","21","633","314","268","287","12","20","256","285","103","70","51","39","52","49","190","138","190","138","0","95","72","58","60","53","12","21","374","231","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","307","225","208","206","0","95","0","95","0","95","193","207","29","37","164","203","0","95","0","95","0","95","15","25","15","25","0","95","99","133","48","71","0","95","48","71","40","60","0","95","40","60","0","95","0","95","0","95","11","18","11","18","0","95","67","46","0","95","0","95","0","95","34","41","13","21","21","34","22","26","22","26","0","95","11","18","11","18","0","95","95","72","0","95","0","95","0","95","27","42","27","42","0","95","0","95","0","95","0","95","68","63","46","39","22","36","1400000US06037621301","Census Tract 6213.01, Los Angeles County, California"
"835","232","146","108","122","106","92","96","30","47","0","95","0","95","0","95","12","19","12","19","0","95","12","20","12","20","0","95","358","170","88","65","0","95","88","65","53","48","16","27","37","42","74","86","62","85","12","22","143","125","91","94","52","75","244","151","48","74","0","95","0","95","0","95","48","74","48","74","0","95","0","95","0","95","0","95","0","95","0","95","0","95","107","121","91","117","0","95","0","95","0","95","26","33","0","95","26","33","65","85","20","26","45","59","0","95","0","95","0","95","16","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","16","25","16","25","0","95","89","66","15","25","0","95","15","25","47","39","36","39","11","17","16","26","16","26","0","95","11","25","11","25","0","95","87","77","0","95","0","95","0","95","57","59","48","58","9","16","0","95","0","95","0","95","30","32","30","32","0","95","1400000US06037621324","Census Tract 6213.24, Los Angeles County, California"
"553","163","158","88","9","13","0","95","9","13","12","19","0","95","12","19","0","95","0","95","0","95","137","85","111","75","26","42","261","124","55","53","40","47","15","23","65","49","44","40","21","24","61","51","26","28","35","33","80","62","52","53","28","30","50","63","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","50","63","12","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","12","18","12","18","0","95","38","60","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","38","60","38","60","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","84","64","32","29","0","95","32","29","0","95","0","95","0","95","0","95","0","95","0","95","52","57","52","57","0","95","1400000US06037621326","Census Tract 6213.26, Los Angeles County, California"
"585","159","106","66","25","24","0","95","25","24","6","10","0","95","6","10","24","31","18","29","6","10","51","56","51","56","0","95","288","121","109","86","44","57","65","54","63","56","51","52","12","19","63","58","63","58","0","95","53","46","53","46","0","95","62","56","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","30","32","10","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","10","17","10","17","0","95","20","28","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","20","28","20","28","0","95","32","48","2","5","0","95","2","5","0","95","0","95","0","95","0","95","0","95","0","95","30","48","30","48","0","95","129","94","5","9","0","95","5","9","21","32","21","32","0","95","89","87","89","87","0","95","14","21","14","21","0","95","1400000US06037621400","Census Tract 6214, Los Angeles County, California"
"1793","356","11","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","18","11","18","0","95","1412","312","262","172","11","22","251","161","245","162","101","67","144","129","370","173","305","156","65","77","535","250","535","250","0","95","258","122","42","46","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","42","46","42","46","0","95","216","119","74","67","0","95","0","95","0","95","0","95","0","95","0","95","47","57","29","46","18","31","27","32","14","23","13","22","142","79","0","95","0","95","0","95","0","95","0","95","0","95","65","59","65","59","0","95","77","64","77","64","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","112","98","0","95","0","95","0","95","57","87","0","95","57","87","0","95","0","95","0","95","55","51","42","46","13","21","1400000US06037650001","Census Tract 6500.01, Los Angeles County, California"
"1047","241","36","55","36","55","0","95","36","55","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","731","203","190","128","31","35","159","124","169","118","152","115","17","28","318","167","213","115","105","151","54","52","54","52","0","95","255","122","14","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","14","25","14","25","0","95","181","125","104","109","18","28","0","95","18","28","69","72","0","95","69","72","17","27","17","27","0","95","0","95","0","95","0","95","77","94","0","95","0","95","0","95","10","16","10","16","0","95","67","94","0","95","67","94","0","95","0","95","0","95","60","57","0","95","0","95","0","95","39","59","39","59","0","95","21","30","0","95","21","30","0","95","0","95","0","95","25","53","18","37","8","17","10","20","7","17","7","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037650003","Census Tract 6500.03, Los Angeles County, California"
"1610","349","71","56","0","95","0","95","0","95","0","95","0","95","0","95","20","33","20","33","0","95","51","45","51","45","0","95","1295","352","424","210","189","175","235","114","604","298","203","151","401","259","93","58","83","55","10","17","174","100","174","100","0","95","216","166","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","98","129","86","118","73","116","0","95","73","116","0","95","0","95","0","95","13","20","13","20","0","95","0","95","0","95","0","95","12","45","4","17","0","95","4","17","5","16","0","95","5","16","3","12","3","12","0","95","0","95","0","95","0","95","118","104","0","95","0","95","0","95","78","102","26","40","52","63","15","24","15","24","0","95","25","36","25","36","0","95","28","45","14","23","0","95","14","23","14","22","14","22","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037650004","Census Tract 6500.04, Los Angeles County, California"
"1252","280","36","37","0","95","0","95","0","95","4","11","4","11","0","95","0","95","0","95","0","95","32","36","32","36","0","95","984","269","113","78","27","31","86","63","255","170","108","83","147","149","142","118","125","116","17","27","474","205","396","200","78","62","224","99","13","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","13","21","13","21","0","95","102","69","71","55","31","48","0","95","31","48","21","33","0","95","21","33","0","95","0","95","0","95","19","30","0","95","19","30","31","43","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","31","43","31","43","0","95","109","98","0","95","0","95","0","95","21","32","21","32","0","95","50","51","27","41","23","34","38","62","38","62","0","95","8","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8","12","8","12","0","95","1400000US06037650101","Census Tract 6501.01, Los Angeles County, California"
